Kod;Nazwa;Item;Year;Value
3009000;kolski;ADR;2010;18.4
3009000;kolski;ADR;2011;19.4
3009000;kolski;ADR;2012;20.2
3009000;kolski;ADR;2013;20.9
3009000;kolski;ADR;2014;21.6
3009000;kolski;ADR;2015;22.4
3009000;kolski;ADR;2016;23.4
3009000;kolski;ADR;2017;24.4
3009000;kolski;ADR;2018;25.5
3009000;kolski;ADR;2019;26.6
3009000;kolski;65P;2002;
3009000;kolski;65P;2003;
3009000;kolski;65P;2004;
3009000;kolski;65P;2005;
3009000;kolski;65P;2006;
3009000;kolski;65P;2007;
3009000;kolski;65P;2008;
3009000;kolski;65P;2009;
3009000;kolski;65P;2010;13.0
3009000;kolski;65P;2011;13.7
3009000;kolski;65P;2012;14.1
3009000;kolski;65P;2013;14.6
3009000;kolski;65P;2014;15.0
3009000;kolski;65P;2015;15.5
3009000;kolski;65P;2016;16.1
3009000;kolski;65P;2017;16.7
3009000;kolski;65P;2018;17.2
3009000;kolski;65P;2019;17.9
3010000;koniński;ADR;2002;
3010000;koniński;ADR;2003;17.5
3010000;koniński;ADR;2004;17.3
3010000;koniński;ADR;2005;17.2
3010000;koniński;ADR;2006;17.0
3010000;koniński;ADR;2007;16.7
3010000;koniński;ADR;2008;16.5
3010000;koniński;ADR;2009;16.1
3010000;koniński;ADR;2010;15.8
3010000;koniński;ADR;2011;16.3
3010000;koniński;ADR;2012;16.7
3010000;koniński;ADR;2013;17.2
3010000;koniński;ADR;2014;17.8
3010000;koniński;ADR;2015;18.3
3010000;koniński;ADR;2016;19.0
3010000;koniński;ADR;2017;19.7
3010000;koniński;ADR;2018;20.3
3010000;koniński;ADR;2019;21.1
3010000;koniński;65P;2002;
3010000;koniński;65P;2003;
3010000;koniński;65P;2004;
3010000;koniński;65P;2005;
3010000;koniński;65P;2006;
3010000;koniński;65P;2007;
3010000;koniński;65P;2008;
3010000;koniński;65P;2009;
3010000;koniński;65P;2010;11.2
3010000;koniński;65P;2011;11.6
3010000;koniński;65P;2012;11.9
3010000;koniński;65P;2013;12.2
3010000;koniński;65P;2014;12.6
3010000;koniński;65P;2015;13.0
3010000;koniński;65P;2016;13.4
3010000;koniński;65P;2017;13.8
3010000;koniński;65P;2018;14.2
3010000;koniński;65P;2019;14.6
3011000;kościański;ADR;2002;
3011000;kościański;ADR;2003;17.0
3011000;kościański;ADR;2004;17.0
3011000;kościański;ADR;2005;16.9
3011000;kościański;ADR;2006;16.7
3011000;kościański;ADR;2007;16.6
3011000;kościański;ADR;2008;16.4
3011000;kościański;ADR;2009;16.0
3011000;kościański;ADR;2010;15.8
3011000;kościański;ADR;2011;16.8
3011000;kościański;ADR;2012;17.6
3011000;kościański;ADR;2013;18.5
3011000;kościański;ADR;2014;19.3
3011000;kościański;ADR;2015;20.1
3011000;kościański;ADR;2016;20.9
3011000;kościański;ADR;2017;21.8
3011000;kościański;ADR;2018;22.9
3011000;kościański;ADR;2019;24.0
3011000;kościański;65P;2002;
3011000;kościański;65P;2003;
3011000;kościański;65P;2004;
3011000;kościański;65P;2005;
3011000;kościański;65P;2006;
3011000;kościański;65P;2007;
3011000;kościański;65P;2008;
3011000;kościański;65P;2009;
3011000;kościański;65P;2010;11.5
3011000;kościański;65P;2011;12.0
3011000;kościański;65P;2012;12.6
3011000;kościański;65P;2013;13.1
3011000;kościański;65P;2014;13.6
3011000;kościański;65P;2015;14.1
3011000;kościański;65P;2016;14.6
3011000;kościański;65P;2017;15.0
3011000;kościański;65P;2018;15.6
3011000;kościański;65P;2019;16.2
3012000;krotoszyński;ADR;2002;
3012000;krotoszyński;ADR;2003;17.2
3012000;krotoszyński;ADR;2004;17.3
3012000;krotoszyński;ADR;2005;17.1
3012000;krotoszyński;ADR;2006;17.0
3012000;krotoszyński;ADR;2007;16.8
3012000;krotoszyński;ADR;2008;16.5
3012000;krotoszyński;ADR;2009;16.3
3012000;krotoszyński;ADR;2010;16.5
3012000;krotoszyński;ADR;2011;17.4
3012000;krotoszyński;ADR;2012;18.1
3012000;krotoszyński;ADR;2013;18.7
3012000;krotoszyński;ADR;2014;19.7
3012000;krotoszyński;ADR;2015;20.5
3012000;krotoszyński;ADR;2016;21.2
3012000;krotoszyński;ADR;2017;22.2
3012000;krotoszyński;ADR;2018;23.1
3012000;krotoszyński;ADR;2019;24.2
3012000;krotoszyński;65P;2002;
3012000;krotoszyński;65P;2003;
3012000;krotoszyński;65P;2004;
3012000;krotoszyński;65P;2005;
3012000;krotoszyński;65P;2006;
3012000;krotoszyński;65P;2007;
3012000;krotoszyński;65P;2008;
3012000;krotoszyński;65P;2009;
3012000;krotoszyński;65P;2010;11.8
3012000;krotoszyński;65P;2011;12.4
3012000;krotoszyński;65P;2012;12.8
3012000;krotoszyński;65P;2013;13.2
3012000;krotoszyński;65P;2014;13.7
3012000;krotoszyński;65P;2015;14.2
3012000;krotoszyński;65P;2016;14.6
3012000;krotoszyński;65P;2017;15.2
3012000;krotoszyński;65P;2018;15.7
3012000;krotoszyński;65P;2019;16.2
3013000;leszczyński;ADR;2002;
3013000;leszczyński;ADR;2003;15.9
3013000;leszczyński;ADR;2004;15.7
3013000;leszczyński;ADR;2005;15.4
3013000;leszczyński;ADR;2006;15.0
3013000;leszczyński;ADR;2007;14.7
3013000;leszczyński;ADR;2008;14.4
3013000;leszczyński;ADR;2009;14.0
3013000;leszczyński;ADR;2010;13.8
3013000;leszczyński;ADR;2011;14.5
3013000;leszczyński;ADR;2012;15.2
3013000;leszczyński;ADR;2013;16.1
3013000;leszczyński;ADR;2014;16.9
3013000;leszczyński;ADR;2015;17.7
3013000;leszczyński;ADR;2016;18.3
3013000;leszczyński;ADR;2017;19.0
3013000;leszczyński;ADR;2018;19.7
3013000;leszczyński;ADR;2019;20.3
3013000;leszczyński;65P;2002;
3013000;leszczyński;65P;2003;
3013000;leszczyński;65P;2004;
3013000;leszczyński;65P;2005;
3013000;leszczyński;65P;2006;
3013000;leszczyński;65P;2007;
3013000;leszczyński;65P;2008;
3013000;leszczyński;65P;2009;
3013000;leszczyński;65P;2010;9.9
3013000;leszczyński;65P;2011;10.4
3013000;leszczyński;65P;2012;10.8
3013000;leszczyński;65P;2013;11.3
3013000;leszczyński;65P;2014;11.8
3013000;leszczyński;65P;2015;12.3
3013000;leszczyński;65P;2016;12.7
3013000;leszczyński;65P;2017;13.1
3013000;leszczyński;65P;2018;13.4
3013000;leszczyński;65P;2019;13.8
3014000;międzychodzki;ADR;2002;
3014000;międzychodzki;ADR;2003;15.3
3014000;międzychodzki;ADR;2004;15.4
3014000;międzychodzki;ADR;2005;15.1
3014000;międzychodzki;ADR;2006;14.9
3014000;międzychodzki;ADR;2007;14.8
3014000;międzychodzki;ADR;2008;14.6
3014000;międzychodzki;ADR;2009;14.4
3014000;międzychodzki;ADR;2010;14.7
3014000;międzychodzki;ADR;2011;15.6
3014000;międzychodzki;ADR;2012;16.6
3014000;międzychodzki;ADR;2013;17.5
3014000;międzychodzki;ADR;2014;18.9
3014000;międzychodzki;ADR;2015;19.9
3014000;międzychodzki;ADR;2016;21.1
3014000;międzychodzki;ADR;2017;22.6
3014000;międzychodzki;ADR;2018;23.9
3014000;międzychodzki;ADR;2019;25.1
3014000;międzychodzki;65P;2002;
3014000;międzychodzki;65P;2003;
3014000;międzychodzki;65P;2004;
3014000;międzychodzki;65P;2005;
3014000;międzychodzki;65P;2006;
3014000;międzychodzki;65P;2007;
3014000;międzychodzki;65P;2008;
3014000;międzychodzki;65P;2009;
3014000;międzychodzki;65P;2010;10.6
3014000;międzychodzki;65P;2011;11.2
3014000;międzychodzki;65P;2012;11.9
3014000;międzychodzki;65P;2013;12.4
3014000;międzychodzki;65P;2014;13.3
3014000;międzychodzki;65P;2015;13.9
3014000;międzychodzki;65P;2016;14.6
3014000;międzychodzki;65P;2017;15.4
3014000;międzychodzki;65P;2018;16.1
3014000;międzychodzki;65P;2019;16.8
3015000;nowotomyski;ADR;2002;
3015000;nowotomyski;ADR;2003;15.4
3015000;nowotomyski;ADR;2004;15.4
3015000;nowotomyski;ADR;2005;15.2
3015000;nowotomyski;ADR;2006;15.1
3015000;nowotomyski;ADR;2007;14.9
3015000;nowotomyski;ADR;2008;14.6
3015000;nowotomyski;ADR;2009;14.5
3015000;nowotomyski;ADR;2010;14.5
3015000;nowotomyski;ADR;2011;15.4
3015000;nowotomyski;ADR;2012;16.4
3015000;nowotomyski;ADR;2013;17.4
3015000;nowotomyski;ADR;2014;18.3
3015000;nowotomyski;ADR;2015;19.3
3015000;nowotomyski;ADR;2016;20.2
3015000;nowotomyski;ADR;2017;21.1
3015000;nowotomyski;ADR;2018;22.1
3015000;nowotomyski;ADR;2019;22.9
3015000;nowotomyski;65P;2002;
3015000;nowotomyski;65P;2003;
3015000;nowotomyski;65P;2004;
3015000;nowotomyski;65P;2005;
3015000;nowotomyski;65P;2006;
3015000;nowotomyski;65P;2007;
3015000;nowotomyski;65P;2008;
3015000;nowotomyski;65P;2009;
3015000;nowotomyski;65P;2010;10.4
3015000;nowotomyski;65P;2011;11.0
3015000;nowotomyski;65P;2012;11.6
3015000;nowotomyski;65P;2013;12.2
3015000;nowotomyski;65P;2014;12.8
3015000;nowotomyski;65P;2015;13.3
3015000;nowotomyski;65P;2016;13.8
3015000;nowotomyski;65P;2017;14.4
3015000;nowotomyski;65P;2018;14.9
3015000;nowotomyski;65P;2019;15.3
3016000;obornicki;ADR;2002;
3016000;obornicki;ADR;2003;14.1
3016000;obornicki;ADR;2004;14.1
3016000;obornicki;ADR;2005;14.0
3016000;obornicki;ADR;2006;13.8
3016000;obornicki;ADR;2007;13.7
3016000;obornicki;ADR;2008;13.4
3016000;obornicki;ADR;2009;13.3
3016000;obornicki;ADR;2010;13.4
3016000;obornicki;ADR;2011;14.4
3016000;obornicki;ADR;2012;15.1
3016000;obornicki;ADR;2013;16.0
3016000;obornicki;ADR;2014;17.2
3016000;obornicki;ADR;2015;18.2
3016000;obornicki;ADR;2016;19.2
3016000;obornicki;ADR;2017;20.0
3016000;obornicki;ADR;2018;21.2
3016000;obornicki;ADR;2019;22.4
3016000;obornicki;65P;2002;
3016000;obornicki;65P;2003;
3016000;obornicki;65P;2004;
3016000;obornicki;65P;2005;
3016000;obornicki;65P;2006;
3016000;obornicki;65P;2007;
3016000;obornicki;65P;2008;
3016000;obornicki;65P;2009;
3016000;obornicki;65P;2010;9.8
3016000;obornicki;65P;2011;10.4
3016000;obornicki;65P;2012;10.8
3016000;obornicki;65P;2013;11.4
3016000;obornicki;65P;2014;12.1
3016000;obornicki;65P;2015;12.7
3016000;obornicki;65P;2016;13.3
3016000;obornicki;65P;2017;13.7
3016000;obornicki;65P;2018;14.4
3016000;obornicki;65P;2019;15.1
3017000;ostrowski;ADR;2002;
3017000;ostrowski;ADR;2003;17.0
3017000;ostrowski;ADR;2004;17.0
3017000;ostrowski;ADR;2005;17.0
3017000;ostrowski;ADR;2006;17.0
3017000;ostrowski;ADR;2007;17.0
3017000;ostrowski;ADR;2008;17.0
3017000;ostrowski;ADR;2009;16.8
3017000;ostrowski;ADR;2010;16.9
3017000;ostrowski;ADR;2011;18.0
3017000;ostrowski;ADR;2012;18.7
3017000;ostrowski;ADR;2013;19.7
3017000;ostrowski;ADR;2014;20.7
3017000;ostrowski;ADR;2015;21.5
3017000;ostrowski;ADR;2016;22.6
3017000;ostrowski;ADR;2017;23.6
3017000;ostrowski;ADR;2018;24.6
3017000;ostrowski;ADR;2019;25.7
3017000;ostrowski;65P;2002;
3017000;ostrowski;65P;2003;
3017000;ostrowski;65P;2004;
3017000;ostrowski;65P;2005;
3017000;ostrowski;65P;2006;
3017000;ostrowski;65P;2007;
3017000;ostrowski;65P;2008;
3017000;ostrowski;65P;2009;
3017000;ostrowski;65P;2010;12.2
3017000;ostrowski;65P;2011;12.9
3017000;ostrowski;65P;2012;13.3
3017000;ostrowski;65P;2013;13.9
3017000;ostrowski;65P;2014;14.5
3017000;ostrowski;65P;2015;15.0
3017000;ostrowski;65P;2016;15.6
3017000;ostrowski;65P;2017;16.1
3017000;ostrowski;65P;2018;16.7
3017000;ostrowski;65P;2019;17.2
3018000;ostrzeszowski;ADR;2002;
3018000;ostrzeszowski;ADR;2003;16.9
3018000;ostrzeszowski;ADR;2004;16.9
3018000;ostrzeszowski;ADR;2005;16.7
3018000;ostrzeszowski;ADR;2006;16.7
3018000;ostrzeszowski;ADR;2007;16.5
3018000;ostrzeszowski;ADR;2008;16.4
3018000;ostrzeszowski;ADR;2009;16.4
3018000;ostrzeszowski;ADR;2010;16.3
3018000;ostrzeszowski;ADR;2011;17.1
3018000;ostrzeszowski;ADR;2012;17.7
3018000;ostrzeszowski;ADR;2013;18.5
3018000;ostrzeszowski;ADR;2014;19.5
3018000;ostrzeszowski;ADR;2015;20.4
3018000;ostrzeszowski;ADR;2016;21.4
3018000;ostrzeszowski;ADR;2017;22.2
3018000;ostrzeszowski;ADR;2018;23.2
3018000;ostrzeszowski;ADR;2019;24.3
3018000;ostrzeszowski;65P;2002;
3018000;ostrzeszowski;65P;2003;
3018000;ostrzeszowski;65P;2004;
3018000;ostrzeszowski;65P;2005;
3018000;ostrzeszowski;65P;2006;
3018000;ostrzeszowski;65P;2007;
3018000;ostrzeszowski;65P;2008;
3018000;ostrzeszowski;65P;2009;
3018000;ostrzeszowski;65P;2010;11.6
3018000;ostrzeszowski;65P;2011;12.1
3018000;ostrzeszowski;65P;2012;12.5
3018000;ostrzeszowski;65P;2013;13.0
3018000;ostrzeszowski;65P;2014;13.6
3018000;ostrzeszowski;65P;2015;14.2
3018000;ostrzeszowski;65P;2016;14.8
3018000;ostrzeszowski;65P;2017;15.3
3018000;ostrzeszowski;65P;2018;15.8
3018000;ostrzeszowski;65P;2019;16.4
3019000;pilski;ADR;2002;
3019000;pilski;ADR;2003;14.5
3019000;pilski;ADR;2004;14.6
3019000;pilski;ADR;2005;14.8
3019000;pilski;ADR;2006;14.8
3019000;pilski;ADR;2007;14.9
3019000;pilski;ADR;2008;14.9
3019000;pilski;ADR;2009;15.0
3019000;pilski;ADR;2010;15.1
3019000;pilski;ADR;2011;16.0
3019000;pilski;ADR;2012;16.8
3019000;pilski;ADR;2013;17.8
3019000;pilski;ADR;2014;18.8
3019000;pilski;ADR;2015;19.8
3019000;pilski;ADR;2016;20.9
3019000;pilski;ADR;2017;22.1
3019000;pilski;ADR;2018;23.3
3019000;pilski;ADR;2019;24.7
3019000;pilski;65P;2002;
3019000;pilski;65P;2003;
3019000;pilski;65P;2004;
3019000;pilski;65P;2005;
3019000;pilski;65P;2006;
3019000;pilski;65P;2007;
3019000;pilski;65P;2008;
3019000;pilski;65P;2009;
3019000;pilski;65P;2010;11.0
3019000;pilski;65P;2011;11.6
3019000;pilski;65P;2012;12.1
3019000;pilski;65P;2013;12.7
3019000;pilski;65P;2014;13.4
3019000;pilski;65P;2015;13.9
3019000;pilski;65P;2016;14.6
3019000;pilski;65P;2017;15.3
3019000;pilski;65P;2018;16.0
3019000;pilski;65P;2019;16.7
3020000;pleszewski;ADR;2002;
3020000;pleszewski;ADR;2003;16.6
3020000;pleszewski;ADR;2004;16.6
3020000;pleszewski;ADR;2005;16.5
3020000;pleszewski;ADR;2006;16.4
3020000;pleszewski;ADR;2007;16.4
3020000;pleszewski;ADR;2008;16.2
3020000;pleszewski;ADR;2009;15.9
3020000;pleszewski;ADR;2010;16.0
3020000;pleszewski;ADR;2011;16.9
3020000;pleszewski;ADR;2012;17.6
3020000;pleszewski;ADR;2013;18.4
3020000;pleszewski;ADR;2014;19.3
3020000;pleszewski;ADR;2015;20.3
3020000;pleszewski;ADR;2016;21.3
3020000;pleszewski;ADR;2017;22.4
3020000;pleszewski;ADR;2018;23.4
3020000;pleszewski;ADR;2019;24.5
3020000;pleszewski;65P;2002;
3020000;pleszewski;65P;2003;
3020000;pleszewski;65P;2004;
3020000;pleszewski;65P;2005;
3020000;pleszewski;65P;2006;
3020000;pleszewski;65P;2007;
3020000;pleszewski;65P;2008;
3020000;pleszewski;65P;2009;
3020000;pleszewski;65P;2010;11.5
3020000;pleszewski;65P;2011;12.0
3020000;pleszewski;65P;2012;12.5
3020000;pleszewski;65P;2013;13.0
3020000;pleszewski;65P;2014;13.5
3020000;pleszewski;65P;2015;14.1
3020000;pleszewski;65P;2016;14.7
3020000;pleszewski;65P;2017;15.3
3020000;pleszewski;65P;2018;15.9
3020000;pleszewski;65P;2019;16.5
3021000;poznański;ADR;2002;
3021000;poznański;ADR;2003;13.7
3021000;poznański;ADR;2004;13.7
3021000;poznański;ADR;2005;13.6
3021000;poznański;ADR;2006;13.3
3021000;poznański;ADR;2007;13.1
3021000;poznański;ADR;2008;12.9
3021000;poznański;ADR;2009;12.7
3021000;poznański;ADR;2010;12.7
3021000;poznański;ADR;2011;13.5
3021000;poznański;ADR;2012;14.2
3021000;poznański;ADR;2013;14.9
3021000;poznański;ADR;2014;15.6
3021000;poznański;ADR;2015;16.4
3021000;poznański;ADR;2016;17.3
3021000;poznański;ADR;2017;18.2
3021000;poznański;ADR;2018;18.9
3021000;poznański;ADR;2019;19.6
3021000;poznański;65P;2002;
3021000;poznański;65P;2003;
3021000;poznański;65P;2004;
3021000;poznański;65P;2005;
3021000;poznański;65P;2006;
3021000;poznański;65P;2007;
3021000;poznański;65P;2008;
3021000;poznański;65P;2009;
3021000;poznański;65P;2010;9.2
3021000;poznański;65P;2011;9.7
3021000;poznański;65P;2012;10.1
3021000;poznański;65P;2013;10.5
3021000;poznański;65P;2014;11.0
3021000;poznański;65P;2015;11.4
3021000;poznański;65P;2016;11.9
3021000;poznański;65P;2017;12.4
3021000;poznański;65P;2018;12.7
3021000;poznański;65P;2019;13.1
3022000;rawicki;ADR;2002;
3022000;rawicki;ADR;2003;16.7
3022000;rawicki;ADR;2004;16.7
3022000;rawicki;ADR;2005;16.5
3022000;rawicki;ADR;2006;16.4
3022000;rawicki;ADR;2007;16.3
3022000;rawicki;ADR;2008;16.2
3022000;rawicki;ADR;2009;16.0
3022000;rawicki;ADR;2010;15.9
3022000;rawicki;ADR;2011;17.0
3022000;rawicki;ADR;2012;17.9
3022000;rawicki;ADR;2013;19.1
3022000;rawicki;ADR;2014;20.1
3022000;rawicki;ADR;2015;21.0
3022000;rawicki;ADR;2016;22.1
3022000;rawicki;ADR;2017;23.1
3022000;rawicki;ADR;2018;24.1
3022000;rawicki;ADR;2019;25.0
3022000;rawicki;65P;2002;
3022000;rawicki;65P;2003;
3022000;rawicki;65P;2004;
3022000;rawicki;65P;2005;
3022000;rawicki;65P;2006;
3022000;rawicki;65P;2007;
3022000;rawicki;65P;2008;
3022000;rawicki;65P;2009;
3022000;rawicki;65P;2010;11.3
3022000;rawicki;65P;2011;12.0
3022000;rawicki;65P;2012;12.6
3022000;rawicki;65P;2013;13.3
3022000;rawicki;65P;2014;13.9
3022000;rawicki;65P;2015;14.4
3022000;rawicki;65P;2016;15.0
3022000;rawicki;65P;2017;15.6
3022000;rawicki;65P;2018;16.1
3022000;rawicki;65P;2019;16.6
3023000;słupecki;ADR;2002;
3023000;słupecki;ADR;2003;17.8
3023000;słupecki;ADR;2004;18.0
3023000;słupecki;ADR;2005;17.9
3023000;słupecki;ADR;2006;17.7
3023000;słupecki;ADR;2007;17.5
3023000;słupecki;ADR;2008;17.2
3023000;słupecki;ADR;2009;16.9
3023000;słupecki;ADR;2010;16.6
3023000;słupecki;ADR;2011;17.5
3023000;słupecki;ADR;2012;18.2
3023000;słupecki;ADR;2013;19.2
3023000;słupecki;ADR;2014;20.2
3023000;słupecki;ADR;2015;21.0
3023000;słupecki;ADR;2016;21.8
3023000;słupecki;ADR;2017;22.9
3023000;słupecki;ADR;2018;23.8
3023000;słupecki;ADR;2019;24.9
3023000;słupecki;65P;2002;
3023000;słupecki;65P;2003;
3023000;słupecki;65P;2004;
3023000;słupecki;65P;2005;
3023000;słupecki;65P;2006;
3023000;słupecki;65P;2007;
3023000;słupecki;65P;2008;
3023000;słupecki;65P;2009;
3023000;słupecki;65P;2010;11.9
3023000;słupecki;65P;2011;12.5
3023000;słupecki;65P;2012;12.9
3023000;słupecki;65P;2013;13.5
3023000;słupecki;65P;2014;14.2
3023000;słupecki;65P;2015;14.7
3023000;słupecki;65P;2016;15.1
3023000;słupecki;65P;2017;15.7
3023000;słupecki;65P;2018;16.3
3023000;słupecki;65P;2019;16.8
3024000;szamotulski;ADR;2002;
3024000;szamotulski;ADR;2003;16.3
3024000;szamotulski;ADR;2004;16.3
3024000;szamotulski;ADR;2005;16.2
3024000;szamotulski;ADR;2006;15.9
3024000;szamotulski;ADR;2007;15.8
3024000;szamotulski;ADR;2008;15.5
3024000;szamotulski;ADR;2009;15.3
3024000;szamotulski;ADR;2010;15.1
3024000;szamotulski;ADR;2011;15.9
3024000;szamotulski;ADR;2012;16.7
3024000;szamotulski;ADR;2013;17.4
3024000;szamotulski;ADR;2014;18.4
3024000;szamotulski;ADR;2015;19.5
3024000;szamotulski;ADR;2016;20.5
3024000;szamotulski;ADR;2017;21.4
3024000;szamotulski;ADR;2018;22.3
3024000;szamotulski;ADR;2019;23.2
3024000;szamotulski;65P;2002;
3024000;szamotulski;65P;2003;
3024000;szamotulski;65P;2004;
3024000;szamotulski;65P;2005;
3024000;szamotulski;65P;2006;
3024000;szamotulski;65P;2007;
3024000;szamotulski;65P;2008;
3024000;szamotulski;65P;2009;
3024000;szamotulski;65P;2010;10.9
3024000;szamotulski;65P;2011;11.5
3024000;szamotulski;65P;2012;11.9
3024000;szamotulski;65P;2013;12.4
3024000;szamotulski;65P;2014;12.9
3024000;szamotulski;65P;2015;13.6
3024000;szamotulski;65P;2016;14.1
3024000;szamotulski;65P;2017;14.6
3024000;szamotulski;65P;2018;15.1
3024000;szamotulski;65P;2019;15.6
3025000;średzki;ADR;2002;
3025000;średzki;ADR;2003;15.8
3025000;średzki;ADR;2004;15.9
3025000;średzki;ADR;2005;15.8
3025000;średzki;ADR;2006;15.7
3025000;średzki;ADR;2007;15.6
3025000;średzki;ADR;2008;15.4
3025000;średzki;ADR;2009;15.1
3025000;średzki;ADR;2010;15.0
3025000;średzki;ADR;2011;15.6
3025000;średzki;ADR;2012;16.4
3025000;średzki;ADR;2013;17.2
3025000;średzki;ADR;2014;18.0
3025000;średzki;ADR;2015;18.9
3025000;średzki;ADR;2016;19.7
3025000;średzki;ADR;2017;20.6
3025000;średzki;ADR;2018;21.6
3025000;średzki;ADR;2019;22.6
3025000;średzki;65P;2002;
3025000;średzki;65P;2003;
3025000;średzki;65P;2004;
3025000;średzki;65P;2005;
3025000;średzki;65P;2006;
3025000;średzki;65P;2007;
3025000;średzki;65P;2008;
3025000;średzki;65P;2009;
3025000;średzki;65P;2010;10.8
3025000;średzki;65P;2011;11.3
3025000;średzki;65P;2012;11.7
3025000;średzki;65P;2013;12.2
3025000;średzki;65P;2014;12.7
3025000;średzki;65P;2015;13.2
3025000;średzki;65P;2016;13.7
3025000;średzki;65P;2017;14.1
3025000;średzki;65P;2018;14.6
3025000;średzki;65P;2019;15.1
3026000;śremski;ADR;2002;
3026000;śremski;ADR;2003;14.1
3026000;śremski;ADR;2004;14.1
3026000;śremski;ADR;2005;14.2
3026000;śremski;ADR;2006;14.2
3026000;śremski;ADR;2007;14.2
3026000;śremski;ADR;2008;14.1
3026000;śremski;ADR;2009;14.0
3026000;śremski;ADR;2010;14.0
3026000;śremski;ADR;2011;15.1
3026000;śremski;ADR;2012;15.8
3026000;śremski;ADR;2013;16.9
3026000;śremski;ADR;2014;17.8
3026000;śremski;ADR;2015;19.0
3026000;śremski;ADR;2016;20.0
3026000;śremski;ADR;2017;21.1
3026000;śremski;ADR;2018;22.2
3026000;śremski;ADR;2019;23.3
3026000;śremski;65P;2002;
3026000;śremski;65P;2003;
3026000;śremski;65P;2004;
3026000;śremski;65P;2005;
3026000;śremski;65P;2006;
3026000;śremski;65P;2007;
3026000;śremski;65P;2008;
3026000;śremski;65P;2009;
3026000;śremski;65P;2010;10.2
3026000;śremski;65P;2011;10.9
3026000;śremski;65P;2012;11.3
3026000;śremski;65P;2013;12.0
3026000;śremski;65P;2014;12.6
3026000;śremski;65P;2015;13.3
3026000;śremski;65P;2016;13.9
3026000;śremski;65P;2017;14.4
3026000;śremski;65P;2018;15.0
3026000;śremski;65P;2019;15.6
3027000;turecki;ADR;2002;
3027000;turecki;ADR;2003;17.8
3027000;turecki;ADR;2004;17.9
3027000;turecki;ADR;2005;17.9
3027000;turecki;ADR;2006;17.9
3027000;turecki;ADR;2007;17.9
3027000;turecki;ADR;2008;17.8
3027000;turecki;ADR;2009;17.8
3027000;turecki;ADR;2010;17.6
3027000;turecki;ADR;2011;18.4
3027000;turecki;ADR;2012;19.0
3027000;turecki;ADR;2013;19.7
3027000;turecki;ADR;2014;20.4
3027000;turecki;ADR;2015;21.0
3027000;turecki;ADR;2016;21.7
3027000;turecki;ADR;2017;22.5
3027000;turecki;ADR;2018;23.3
3027000;turecki;ADR;2019;24.3
3027000;turecki;65P;2002;
3027000;turecki;65P;2003;
3027000;turecki;65P;2004;
3027000;turecki;65P;2005;
3027000;turecki;65P;2006;
3027000;turecki;65P;2007;
3027000;turecki;65P;2008;
3027000;turecki;65P;2009;
3027000;turecki;65P;2010;12.5
3027000;turecki;65P;2011;13.0
3027000;turecki;65P;2012;13.4
3027000;turecki;65P;2013;13.8
3027000;turecki;65P;2014;14.2
3027000;turecki;65P;2015;14.6
3027000;turecki;65P;2016;15.0
3027000;turecki;65P;2017;15.4
3027000;turecki;65P;2018;15.9
3027000;turecki;65P;2019;16.4
3028000;wągrowiecki;ADR;2002;
3028000;wągrowiecki;ADR;2003;15.7
3028000;wągrowiecki;ADR;2004;15.6
3028000;wągrowiecki;ADR;2005;15.6
3028000;wągrowiecki;ADR;2006;15.5
3028000;wągrowiecki;ADR;2007;15.4
3028000;wągrowiecki;ADR;2008;15.3
3028000;wągrowiecki;ADR;2009;15.1
3028000;wągrowiecki;ADR;2010;15.0
3028000;wągrowiecki;ADR;2011;15.8
3028000;wągrowiecki;ADR;2012;16.5
3028000;wągrowiecki;ADR;2013;17.2
3028000;wągrowiecki;ADR;2014;18.1
3028000;wągrowiecki;ADR;2015;18.8
3028000;wągrowiecki;ADR;2016;19.6
3028000;wągrowiecki;ADR;2017;20.5
3028000;wągrowiecki;ADR;2018;21.4
3028000;wągrowiecki;ADR;2019;22.5
3028000;wągrowiecki;65P;2002;
3028000;wągrowiecki;65P;2003;
3028000;wągrowiecki;65P;2004;
3028000;wągrowiecki;65P;2005;
3028000;wągrowiecki;65P;2006;
3028000;wągrowiecki;65P;2007;
3028000;wągrowiecki;65P;2008;
3028000;wągrowiecki;65P;2009;
3028000;wągrowiecki;65P;2010;10.7
3028000;wągrowiecki;65P;2011;11.2
3028000;wągrowiecki;65P;2012;11.7
3028000;wągrowiecki;65P;2013;12.2
3028000;wągrowiecki;65P;2014;12.7
3028000;wągrowiecki;65P;2015;13.1
3028000;wągrowiecki;65P;2016;13.6
3028000;wągrowiecki;65P;2017;14.1
3028000;wągrowiecki;65P;2018;14.6
3028000;wągrowiecki;65P;2019;15.2
3029000;wolsztyński;ADR;2002;
3029000;wolsztyński;ADR;2003;15.0
3029000;wolsztyński;ADR;2004;15.1
3029000;wolsztyński;ADR;2005;15.1
3029000;wolsztyński;ADR;2006;15.0
3029000;wolsztyński;ADR;2007;14.8
3029000;wolsztyński;ADR;2008;14.7
3029000;wolsztyński;ADR;2009;14.7
3029000;wolsztyński;ADR;2010;14.7
3029000;wolsztyński;ADR;2011;15.6
3029000;wolsztyński;ADR;2012;16.3
3029000;wolsztyński;ADR;2013;17.3
3029000;wolsztyński;ADR;2014;18.4
3029000;wolsztyński;ADR;2015;19.2
